ligand;target;endogenous;ligand_species;target_species;pubmed_id;action
C7;GAL1 receptor;f;;Rat;9168941|9108306;Antagonist
dithiipin-1,1,4,4-tetroxide analogue 7;GAL1 receptor;f;;Human;10896115;Antagonist
GalR3ant;GAL1 receptor;f;;Human;15944007;Antagonist
M15;GAL1 receptor;f;;Human;9808667|9880084|15944002;Antagonist
M15;GAL1 receptor;f;;Human;9168941|9685625;Antagonist
M15;GAL1 receptor;f;;Rat;9168941|9108306;Antagonist
M15;GAL1 receptor;f;;Mouse;9271210|9832122;Antagonist
M15;GAL1 receptor;f;;Rat;9305929|9722565|9281594|8750821;Antagonist
M32;GAL1 receptor;f;;Human;9880084|11600206;Antagonist
M32;GAL1 receptor;f;;Rat;9305929|9722565;Antagonist
M35;GAL1 receptor;f;;Human;9168941;Antagonist
M35;GAL1 receptor;f;;Human;9808667|9880084|15944002;Antagonist
M35;GAL1 receptor;f;;Rat;9305929|9722565|8750821;Antagonist
M35;GAL1 receptor;f;;Rat;9168941|9108306;Antagonist
M40;GAL1 receptor;f;;Rat;9168941|9108306;Antagonist
M40;GAL1 receptor;f;;Mouse;9271210|9832122;Antagonist
M40;GAL1 receptor;f;;Human;9808667|9880084|15944002;Antagonist
M40;GAL1 receptor;f;;Human;9168941;Antagonist
M40;GAL1 receptor;f;;Rat;9305929|9722565|8750821;Antagonist
M871;GAL1 receptor;f;;Human;;Antagonist
Sch 202596;GAL1 receptor;f;;Human;;Antagonist
alarin;GAL2 receptor;f;Rat;Rat;20880399;Agonist
(D-Thr6, D-Trp8,9)galanin(1-15)ol;GAL2 receptor;f;;Rat;9281594;Agonist
galanin(10-29) (pig);GAL2 receptor;f;;Rat;9427506;Agonist
galanin(10-29) (pig);GAL2 receptor;f;;Human;9685625;Agonist
galanin(10-29) (rat/mouse);GAL2 receptor;f;;Human;9480833;Agonist
galanin(10-29) (rat/mouse);GAL2 receptor;f;;Mouse;9832122;Agonist
galanin(1-10);GAL2 receptor;f;;Human;9480833;Agonist
galanin(1-11);GAL2 receptor;f;;Rat;11481429;Agonist
galanin(1-12);GAL2 receptor;f;;Human;9480833;Agonist
galanin(1-15);GAL2 receptor;f;;Human;9480833;Agonist
galanin(1-15);GAL2 receptor;f;;Human;9685625;Agonist
galanin(1-15);GAL2 receptor;f;;Human;9685625;Agonist
galanin(1-15);GAL2 receptor;f;;Rat;9305929;Agonist
galanin(1-15);GAL2 receptor;f;;Rat;9427506;Agonist
galanin(1-15);GAL2 receptor;f;;Rat;9305929;Agonist
galanin(1-16) (rat/mouse/pig);GAL2 receptor;f;;Mouse;9832122;Agonist
galanin(1-16) (rat/mouse/pig);GAL2 receptor;f;;Rat;9427506|9108306;Agonist
galanin(1-16) (rat/mouse/pig);GAL2 receptor;f;;Human;9880084|9685625;Agonist
galanin(1-16) (rat/mouse/pig);GAL2 receptor;f;;Human;9685625;Agonist
galanin(1-16) (rat/mouse/pig);GAL2 receptor;f;;Human;9880084|19053761|9480833;Agonist
galanin(1-16) (rat/mouse/pig);GAL2 receptor;f;;Rat;9305929|9722565|9281594|9405385|9742938|9832122;Agonist
galanin(1-16) (rat/mouse/pig);GAL2 receptor;f;;Rat;9305929;Agonist
galanin(1-19) (rat/mouse);GAL2 receptor;f;;Rat;9405385;Agonist
galanin(1-20)  (human);GAL2 receptor;f;;Human;9480833;Agonist
galanin(2-11);GAL2 receptor;f;;Rat;11481429;Agonist
galanin(2-11);GAL2 receptor;f;;Rat;15944007;Agonist
galanin(2-11);GAL2 receptor;f;;Human;19467704;Agonist
galanin(3-29) (pig);GAL2 receptor;f;;Rat;9305929|9722565;Agonist
galanin(3-29) (pig);GAL2 receptor;f;;Human;9880084;Agonist
galanin(3-29) (pig);GAL2 receptor;f;;Human;9880084;Agonist
galanin(3-29) (pig);GAL2 receptor;f;;Human;9427506|9685625;Agonist
galanin(3-29) (pig);GAL2 receptor;f;;Rat;9305929;Agonist
galanin(3-29) (rat/mouse);GAL2 receptor;f;;Mouse;9832122;Agonist
galanin(3-29) (rat/mouse);GAL2 receptor;f;;Rat;9405385|9742938|9832122;Agonist
galanin(3-29) (rat/mouse);GAL2 receptor;f;;Human;9480833;Agonist
galanin(3-29) (rat/mouse);GAL2 receptor;f;;Rat;9108306;Agonist
galanin(3-30) (human);GAL2 receptor;f;;Human;9480833;Agonist
galanin(5-29) (pig);GAL2 receptor;f;;Rat;7683428;Agonist
galanin(5-29) (rat/mouse);GAL2 receptor;f;;Human;9480833;Agonist
galanin(7-29) (pig);GAL2 receptor;f;;Rat;9480833;Agonist
galanin(7-29) (pig);GAL2 receptor;f;;Human;9880084;Agonist
galanin(9-25) (rat/mouse);GAL2 receptor;f;;Human;9480833;Agonist
galanin(9-29) (rat/mouse);GAL2 receptor;f;;Human;9480833;Agonist
galanin(D-Trp2) (pig);GAL2 receptor;f;;Human;9880084;Agonist
galanin(D-Trp2) (pig);GAL2 receptor;f;;Human;9880084;Agonist
galanin(D-Trp2) (pig);GAL2 receptor;f;;Rat;9305929;Agonist
galanin(D-Trp2) (pig);GAL2 receptor;f;;Rat;9305929|9722565;Agonist
galanin-like peptide;GAL2 receptor;f;Pig;Rat;10601261;Agonist
galanin-like peptide;GAL2 receptor;f;Pig;Rat;10601261;Agonist
galanin-like peptide;GAL2 receptor;f;Human;Human;15944009|20880399;Agonist
Gal-B2;GAL2 receptor;f;;Human;19053761;Agonist
Gal-B2-C10;GAL2 receptor;f;;Human;19199479;Agonist
Gal-B2-C12;GAL2 receptor;f;;Human;19199479;Agonist
Gal-B2-C14;GAL2 receptor;f;;Human;19199479;Agonist
Gal-B2-C18;GAL2 receptor;f;;Human;19199479;Agonist
Gal-B2-C8;GAL2 receptor;f;;Human;19199479;Agonist
Gal-B2-dPEG24;GAL2 receptor;f;;Human;23259957;Agonist
Gal-B2-MPEG4;GAL2 receptor;f;;Human;19199479;Agonist
Gal-B5;GAL2 receptor;f;;Human;19053761;Agonist
Gal-(K)4;GAL2 receptor;f;;Human;19199479;Agonist
galmic;GAL2 receptor;f;;Rat;15240875|15944002;Agonist
galnon;GAL2 receptor;f;;Rat;15240875|15944002;Agonist
GALP(1-32) (human);GAL2 receptor;f;;Human;15944009;Agonist
GALP(3-32) (human);GAL2 receptor;f;;Human;15944009;Agonist
Gal-R2-dPEG24;GAL2 receptor;f;;Human;23259957;Agonist
GMAP(1-41);GAL2 receptor;f;Pig;Rat;9281594;Agonist
GMAP(44-59);GAL2 receptor;f;Pig;Rat;9405385;Agonist
J18 (galanin analogue);GAL2 receptor;f;;Human;23600864;Agonist
J20 (galanin analogue);GAL2 receptor;f;;Human;23600864;Agonist
M1151;GAL2 receptor;f;;Human;21333705;Agonist
M1152;GAL2 receptor;f;;Human;21333705;Agonist
M1153;GAL2 receptor;f;;Human;21333705;Agonist
M1160;GAL2 receptor;f;;Human;23192661;Agonist
M242;GAL2 receptor;f;;Human;11600206;Agonist
M617;GAL2 receptor;f;;Human;;Agonist
[N-Me,des-Sar]Gal-B2;GAL2 receptor;f;;Human;20121116;Agonist
[Sar1, D-Ala12]galanin(1-16);GAL2 receptor;f;;Rat;11481429;Agonist
[125I][Tyr26]galanin (human);GAL2 receptor;f;;Human;9480833|9832121;Agonist
[125I][Tyr26]galanin (human);GAL2 receptor;f;;Mouse;9832122;Agonist
[125I][Tyr26]galanin (human);GAL2 receptor;f;;Rat;9281594;Agonist
[125I][Tyr26]galanin (pig);GAL2 receptor;f;;Human;9880084;Agonist
[125I][Tyr26]galanin (pig);GAL2 receptor;f;;Human;9685625;Agonist
[125I][Tyr26]galanin (pig);GAL2 receptor;f;;Rat;9722565|9281594|9427506|9578584;Agonist
[D-Trp2]galanin-(1-29);GAL2 receptor;f;;Rat;9305929;Full agonist
galanin;GAL2 receptor;f;Mouse|Rat;Human;9685625;Full agonist
galanin;GAL2 receptor;t;Human;Human;9880084|9685625;Full agonist
galanin;GAL2 receptor;t;Human;Human;9685625;Full agonist
galanin;GAL2 receptor;f;Human;Rat;9722565;Full agonist
galanin;GAL2 receptor;f;Human;Rat;9427506|11481429|9108306;Full agonist
galanin;GAL2 receptor;t;Mouse|Rat;Rat;9722565|9281594|9405385|9742938|9832122|15944002;Full agonist
galanin;GAL2 receptor;f;Pig;Rat;9305929;Full agonist
galanin;GAL2 receptor;f;Mouse|Rat;Rat;10601261|9427506|20880399;Full agonist
galanin;GAL2 receptor;f;Mouse|Rat;Human;9880084|19467704|21333705|9480833;Full agonist
galanin;GAL2 receptor;f;Pig;Human;9880084;Full agonist
galanin;GAL2 receptor;f;Pig;Human;9880084;Full agonist
galanin;GAL2 receptor;f;Pig;Human;9685625;Full agonist
galanin;GAL2 receptor;f;Pig;Rat;9427506|9108306;Full agonist
galanin;GAL2 receptor;t;Human;Human;9880084|11600206|9480833;Full agonist
galanin;GAL2 receptor;t;Mouse|Rat;Rat;10601261;Full agonist
galanin;GAL2 receptor;t;Mouse|Rat;Mouse;9832122;Full agonist
galanin;GAL2 receptor;f;Pig;Rat;9305929|9722565;Full agonist
galanin;GAL2 receptor;f;Mouse|Rat;Human;9880084|9685625;Full agonist
galanin(2-29) (pig);GAL2 receptor;f;;Human;9880084|9685625;Full agonist
galanin(2-29) (pig);GAL2 receptor;f;;Human;9427506|9685625;Full agonist
galanin(2-29) (pig);GAL2 receptor;f;;Human;9880084;Full agonist
galanin(2-29) (rat/mouse);GAL2 receptor;f;;Human;9480833;Full agonist
galanin(2-29) (rat/mouse);GAL2 receptor;f;;Rat;9108306;Full agonist
galanin(2-29) (rat/mouse);GAL2 receptor;f;;Mouse;9832122;Full agonist
galanin(2-29) (rat/mouse);GAL2 receptor;f;;Rat;9281594|9405385|9742938|9832122;Full agonist
galanin(2-30) (human);GAL2 receptor;f;;Human;11983932|9480833;Full agonist
galanin(7-29) (pig);GAL2 receptor;f;;Human;9880084;Full agonist
M1145;GAL2 receptor;f;;Human;19467704;Full agonist
CYM2503;GAL2 receptor;f;;Rat;20660766;Positive
C7;GAL2 receptor;f;;Human;9880084;Antagonist
C7;GAL2 receptor;f;;Human;9685625;Antagonist
C7;GAL2 receptor;f;;Rat;9305929|9722565|9281594|9832122;Antagonist
C7;GAL2 receptor;f;;Mouse;9832122;Antagonist
C7;GAL2 receptor;f;;Rat;9427506|9108306;Antagonist
C7;GAL2 receptor;f;;Human;9880084|9480833;Antagonist
C7;GAL2 receptor;f;;Rat;9305929;Antagonist
dithiipin-1,1,4,4-tetroxide analogue 7;GAL2 receptor;f;;Human;10896115;Antagonist
GalR3ant;GAL2 receptor;f;;Rat;15944002;Antagonist
M15;GAL2 receptor;f;;Rat;9427506|9108306;Antagonist
M15;GAL2 receptor;f;;Rat;9305929|9722565|9281594|9405385|9832122|15944002;Antagonist
M15;GAL2 receptor;f;;Honeybee;9880084;Antagonist
M15;GAL2 receptor;f;;Mouse;9832122;Antagonist
M15;GAL2 receptor;f;;Rat;9305929;Antagonist
M15;GAL2 receptor;f;;Human;9880084|9685625|9480833;Antagonist
M15;GAL2 receptor;f;;Human;9685625;Antagonist
M32;GAL2 receptor;f;;Rat;9305929;Antagonist
M32;GAL2 receptor;f;;Human;9880084|9685625;Antagonist
M32;GAL2 receptor;f;;Human;9880084|11600206;Antagonist
M32;GAL2 receptor;f;;Rat;9305929|9722565;Antagonist
M35;GAL2 receptor;f;;Rat;9427506|9108306;Antagonist
M35;GAL2 receptor;f;;Mouse;9832122;Antagonist
M35;GAL2 receptor;f;;Human;9880084|9685625;Antagonist
M35;GAL2 receptor;f;;Rat;9305929|9722565|9281594|9832122|15944002;Antagonist
M35;GAL2 receptor;f;;Human;9880084|9480833;Antagonist
M35;GAL2 receptor;f;;Rat;9305929;Antagonist
M40;GAL2 receptor;f;;Human;9880084|9480833;Antagonist
M40;GAL2 receptor;f;;Human;9880084;Antagonist
M40;GAL2 receptor;f;;Rat;9427506|9108306;Antagonist
M40;GAL2 receptor;f;;Rat;9305929|9722565|9281594|9405385|9832122|15944002;Antagonist
M40;GAL2 receptor;f;;Mouse;9832122;Antagonist
M40;GAL2 receptor;f;;Rat;9305929;Antagonist
M871;GAL2 receptor;f;;Human;;Antagonist
SNAP 37889;GAL2 receptor;f;;Human;16287967;Antagonist
SNAP 398299;GAL2 receptor;f;;Human;16287967;Antagonist
alarin;GAL3 receptor;f;Rat;Rat;20880399;Agonist
(D-Thr6, D-Trp8,9)galanin(1-15)ol;GAL3 receptor;f;;Rat;9405385;Agonist
galanin(10-29) (pig);GAL3 receptor;f;;Rat;9405385;Agonist
galanin(1-16) (rat/mouse/pig);GAL3 receptor;f;;Human;9722565|9880084;Agonist
galanin(1-16) (rat/mouse/pig);GAL3 receptor;f;;Rat;9722565|9405385|9742938;Agonist
galanin(1-19) (rat/mouse);GAL3 receptor;f;;Rat;9405385;Agonist
galanin(2-11);GAL3 receptor;f;;Human;19467704;Agonist
galanin(2-11);GAL3 receptor;f;;Rat;15944007;Agonist
galanin(2-29) (pig);GAL3 receptor;f;;Human;9880084;Agonist
galanin(2-29) (rat/mouse);GAL3 receptor;f;;Rat;9405385|9742938;Agonist
galanin(3-29) (pig);GAL3 receptor;f;;Rat;9722565;Agonist
galanin(3-29) (pig);GAL3 receptor;f;;Human;9722565|9880084;Agonist
galanin(3-29) (rat/mouse);GAL3 receptor;f;;Rat;9405385|9742938;Agonist
galanin(7-29) (pig);GAL3 receptor;f;;Rat;9722565;Agonist
galanin(7-29) (pig);GAL3 receptor;f;;Human;9722565|9880084;Agonist
galanin(D-Trp2) (pig);GAL3 receptor;f;;Human;9722565;Agonist
galanin(D-Trp2) (pig);GAL3 receptor;f;;Rat;9722565|9880084;Agonist
galanin-like peptide;GAL3 receptor;f;Rat;Rat;20880399;Agonist
galanin-like peptide;GAL3 receptor;f;Human;Human;15944009;Agonist
J18 (galanin analogue);GAL3 receptor;f;;Human;23600864;Agonist
J20 (galanin analogue);GAL3 receptor;f;;Human;23600864;Agonist
M1145;GAL3 receptor;f;;Human;19467704;Agonist
M1151;GAL3 receptor;f;;Human;21333705;Agonist
M1152;GAL3 receptor;f;;Human;21333705;Agonist
M1153;GAL3 receptor;f;;Human;21333705;Agonist
M1160;GAL3 receptor;f;;Human;23192661;Agonist
M1160;GAL3 receptor;f;;Human;23192661;Agonist
M617;GAL3 receptor;f;;Human;;Agonist
[125I][Tyr26]galanin (pig);GAL3 receptor;f;;Rat;9722565|9405385;Agonist
[125I][Tyr26]galanin (pig);GAL3 receptor;f;;Human;9722565|9880084;Agonist
galanin;GAL3 receptor;f;Pig;Human;9722565|9880084;Full agonist
galanin;GAL3 receptor;f;Human;Rat;9722565;Full agonist
galanin;GAL3 receptor;t;Mouse|Rat;Rat;20880399;Full agonist
galanin;GAL3 receptor;f;Mouse|Rat;Human;9722565|9880084|19467704|21333705;Full agonist
galanin;GAL3 receptor;t;Human;Human;9832121;Full agonist
galanin;GAL3 receptor;f;Pig;Human;9832121;Full agonist
galanin;GAL3 receptor;t;Human;Human;9722565|9880084;Full agonist
galanin;GAL3 receptor;f;Pig;Rat;9722565;Full agonist
galanin;GAL3 receptor;t;Mouse|Rat;Rat;9722565|9405385|9742938|15944002;Partial agonist
[Ala6, D-Trp8]galanin-(1-15)-ol;GAL3 receptor;f;;Rat;9405385;Antagonist
C7;GAL3 receptor;f;;Rat;9722565|9405385;Antagonist
C7;GAL3 receptor;f;;Human;9722565|9880084;Antagonist
GalR3ant;GAL3 receptor;f;;Rat;15944002;Antagonist
M15;GAL3 receptor;f;;Human;9722565|9880084;Antagonist
M15;GAL3 receptor;f;;Rat;9722565|9405385|15944002;Antagonist
M32;GAL3 receptor;f;;Human;9722565|9880084;Antagonist
M32;GAL3 receptor;f;;Rat;9722565;Antagonist
M35;GAL3 receptor;f;;Rat;9722565|9405385|15944002;Antagonist
M35;GAL3 receptor;f;;Human;9722565|9880084;Antagonist
M40;GAL3 receptor;f;;Human;9722565|9880084;Antagonist
M40;GAL3 receptor;f;;Rat;9722565|9405385|15944002;Antagonist
M871;GAL3 receptor;f;;Human;;Antagonist
SNAP 37889;GAL3 receptor;f;;Human;16287967|16789730|16730981;Antagonist
SNAP 398299;GAL3 receptor;f;;Human;16287967|16789730|16730981;Antagonist
anisindione;γ-Glutamyl carboxylase;f;;Human;;Inhibition
GGsTop;γ-Glutamyltransferase;f;;Human;17260973;Inhibition
CI-966;GAT1;f;;Human;7851497;Inhibition
LU32-176B;GAT1;f;;Mouse;15550575;Inhibition
NNC-711;GAT1;f;;Human;7851497;Inhibition
(R)-EF-1520;GAT1;f;;Human;;Inhibition
(R/S) EF-1500;GAT1;f;;Human;;Inhibition
(S)-EF-1520;GAT1;f;;Human;;Inhibition
SKF89976A;GAT1;f;;Human;;Inhibition
[3H]tiagabine;GAT1;f;;Human;;Inhibition
tiagabine;GAT1;f;;Human;7851497;Inhibition
SNAP-5114;GAT2;f;;Rat;7874447;Inhibition
SNAP-5114;GAT3;f;;None;7874447;Inhibition
[125I]GDNF (rat);GDNF family receptor α1;f;;Human;8657309|9192898;None
growth differentiation factor 15;GDNF family receptor alpha like;t;Human;Human;28846098;Agonist
geranylgeranyl diphosphate;geranylgeranyl diphosphate synthase;t;;Human;16698791;Feedback inhibition
(2E, 6E)-farnesylbisphosphonate;geranylgeranyl diphosphate synthase;f;;Human;17905588;Inhibition
3-azageranylgeranyl diphosphate;geranylgeranyl diphosphate synthase;f;;Human;12014956;Inhibition
BPH-252;geranylgeranyl diphosphate synthase;f;;Human;18800762;Inhibition
BPH-252;geranylgeranyl diphosphate synthase;f;;Human;12014956;Inhibition
BPH-608;geranylgeranyl diphosphate synthase;f;;Human;17535895;Inhibition
BPH-628;geranylgeranyl diphosphate synthase;f;;Human;17535895;Inhibition
BPH-628;geranylgeranyl diphosphate synthase;f;;Human;18800762;Inhibition
BPH-629;geranylgeranyl diphosphate synthase;f;;Human;17535895;Inhibition
BPH-675;geranylgeranyl diphosphate synthase;f;;Human;17535895;Inhibition
BPH-676;geranylgeranyl diphosphate synthase;f;;Human;17535895;Inhibition
BPH-715;geranylgeranyl diphosphate synthase;f;;Human;18800762;Inhibition
BPH-742;geranylgeranyl diphosphate synthase;f;;Human;18800762;Inhibition
compound 11 [PMID: 18800762];geranylgeranyl diphosphate synthase;f;;Human;18800762;Inhibition
compound 12  [PMID: 12014956];geranylgeranyl diphosphate synthase;f;;Human;12014956;Inhibition
compound 14 [PMID: 18800762];geranylgeranyl diphosphate synthase;f;;Human;18800762;Inhibition
compound 16 [PMID: 18800762];geranylgeranyl diphosphate synthase;f;;Human;18800762;Inhibition
compound 19 [PMID: 18800762];geranylgeranyl diphosphate synthase;f;;Human;18800762;Inhibition
compound 47 [PMID: 18800762];geranylgeranyl diphosphate synthase;f;;Human;18800762;Inhibition
compound 51 [PMID: 18800762];geranylgeranyl diphosphate synthase;f;;Human;18800762;Inhibition
digeranyl bisphosphonate;geranylgeranyl diphosphate synthase;f;;Human;18800762;Inhibition
digeranyl bisphosphonate;geranylgeranyl diphosphate synthase;f;;Human;17208200;Inhibition
minodronic acid;geranylgeranyl diphosphate synthase;f;;Human;18800762;Inhibition
minodronic acid;geranylgeranyl diphosphate synthase;f;;Human;20394422;Inhibition
HM01;ghrelin receptor;f;;Human;25327342;Agonist
L-692,429;ghrelin receptor;f;;Human;15905359;Agonist
L-692,429;ghrelin receptor;f;;Rat;8503009;Agonist
macimorelin;ghrelin receptor;f;;Human;12240910;Agonist
[des-octanoyl]ghrelin;ghrelin receptor;f;Human;Rat;11314756|14763915;Full agonist
examorelin;ghrelin receptor;f;;Human;11061542;Full agonist
ghrelin;ghrelin receptor;t;Human;Human;11314756;Full agonist
ghrelin;ghrelin receptor;t;Human;Human;15905359|10628755;Full agonist
ghrelin;ghrelin receptor;t;Human;Human;12907757|21402696;Full agonist
ghrelin;ghrelin receptor;t;Human;Human;12907757|15905359;Full agonist
ghrelin;ghrelin receptor;f;Human;Human;29233536;Full agonist
GHRP-6;ghrelin receptor;f;;Human;15905359;Full agonist
GHRP-6;ghrelin receptor;f;;Rat;9092793;Full agonist
GHRP-6;ghrelin receptor;f;;Human;9092793|15905359;Full agonist
GHRP-6;ghrelin receptor;f;;Human;15905359;Full agonist
ibutamoren;ghrelin receptor;f;;Human;10427162;Full agonist
ibutamoren;ghrelin receptor;f;;Human;15905359|10427162;Full agonist
pralmorelin;ghrelin receptor;f;;Rat;9092793;Full agonist
[125I][His9]ghrelin (human);ghrelin receptor;f;;Rat;11522606;Full agonist
[125I][His9]ghrelin (human);ghrelin receptor;f;;Human;11522606;Full agonist
[125I]Tyr-Ala-hexarelin;ghrelin receptor;f;;Human;11061542;Full agonist
[125I][Tyr4]ghrelin (human);ghrelin receptor;f;;Human;11314756;Full agonist
[35S]ibutamoren;ghrelin receptor;f;;Human;9092793;Full agonist
SM-130,686;ghrelin receptor;f;;Human;11741481;Partial agonist
SM-130,686;ghrelin receptor;f;;Human;18923064;Partial agonist
wFw-Isn-NH2;ghrelin receptor;f;;Human;21402696;Partial agonist
L-692,429;ghrelin receptor;f;;Human;15905359;Positive
Abbott 14c;ghrelin receptor;f;;Human;16854051;Antagonist
BIM 28163;ghrelin receptor;f;;Human;15339248;Antagonist
[D-Arg1,D-Phe5,D-Trp7,9,Leu11]substance P;ghrelin receptor;f;;Human;12907757;Antagonist
GSK1614343;ghrelin receptor;f;;Human;20593439;Antagonist
GSK1614343;ghrelin receptor;f;;Rat;21034740;Antagonist
JMV3008;ghrelin receptor;f;;Human;17927165;Antagonist
liver enriched antimicrobial peptide 2;ghrelin receptor;f;Human;Human;29233536;Antagonist
PF-05190457;ghrelin receptor;f;;Human;26784385;Antagonist
PF-05190457;ghrelin receptor;f;;Mouse;26784385;Antagonist
PF-05190457;ghrelin receptor;f;;Rat;26784385;Antagonist
YIL781;ghrelin receptor;f;;Human;17656463;Antagonist
GHRH;GHRH receptor;t;Human;Human;;Agonist
JI-38;GHRH receptor;f;;Human;24373935;Agonist
JI-38;GHRH receptor;f;;Rat;20133784;Agonist
JMR-132;GHRH receptor;f;;Human;17261802;Agonist
sermorelin;GHRH receptor;f;;Human;;Agonist
tesamorelin;GHRH receptor;f;;Human;;Agonist
BIM28011;GHRH receptor;f;;Human;8993400;Full agonist
GHRH-(1-29)-NH2 (human);GHRH receptor;f;;Rat;1534126;Full agonist
GHRH-(1-29)-NH2 (rat);GHRH receptor;f;;Rat;1534126;Full agonist
GHRH-(1-29)-OH (human);GHRH receptor;f;;Rat;1534126;Full agonist
[125I]GHRH (human);GHRH receptor;f;;Rat;11814616;Full agonist
[Ac-Tyr1, D-Arg2]GHRH-(1-29)-NH2 (human);GHRH receptor;f;;Rat;9892695|14755056|7991622|9145431;Antagonist
JV-1-10;GHRH receptor;f;;Rat;9892695;Antagonist
JV-1-36;GHRH receptor;f;;Rat;9892695|14755056|10542394;Antagonist
JV-1-37;GHRH receptor;f;;Rat;9892695;Antagonist
JV-1-38;GHRH receptor;f;;Rat;9892695|14755056|10542394;Antagonist
JV-1-39;GHRH receptor;f;;Rat;9892695;Antagonist
JV-1-40;GHRH receptor;f;;Rat;9892695;Antagonist
JV-1-41;GHRH receptor;f;;Rat;9892695;Antagonist
JV-1-42;GHRH receptor;f;;Rat;9892695;Antagonist
JV-1-43;GHRH receptor;f;;Rat;9892695;Antagonist
JV-1-62;GHRH receptor;f;;Rat;14755056;Antagonist
JV-1-63;GHRH receptor;f;;Rat;14755056;Antagonist
MZ-4-169;GHRH receptor;f;;Rat;7991622;Antagonist
MZ-4-181;GHRH receptor;f;;Rat;7991622;Antagonist
MZ-4-243;GHRH receptor;f;;Rat;7991622;Antagonist
MZ-4-71;GHRH receptor;f;;Rat;7991622|9145431;Antagonist
MZ-5-156;GHRH receptor;f;;Rat;9145431;Antagonist
MZ-5-192;GHRH receptor;f;;Rat;9145431;Antagonist
MZ-5-78;GHRH receptor;f;;Rat;9145431;Antagonist
MZ-6-55;GHRH receptor;f;;Rat;9892695;Antagonist
gastric inhibitory polypeptide;GIP receptor;f;Human;Human;26572091;Agonist
human GIP(1-30)NH2;GIP receptor;f;;Human;26572091;Agonist
gastric inhibitory polypeptide;GIP receptor;t;Human;Human;7589426;Full agonist
gastric inhibitory polypeptide;GIP receptor;t;Rat;Rat;8795084;Full agonist
gastric inhibitory polypeptide;GIP receptor;f;Human;Rat;9226399;Full agonist
GIP-(6-30)-amide;GIP receptor;f;;Rat;9226399;Full agonist
[125I]GIP (human);GIP receptor;f;;Rat;8795084;Full agonist
GIP-(10-30);GIP receptor;f;;Rat;9226399;Partial agonist
GIP-(7-30);GIP receptor;f;;Rat;9226399;Partial agonist
human GIP(3-30)NH2;GIP receptor;f;;Human;26572091;Antagonist
human GIP(3-42)NH2;GIP receptor;f;;Human;16608883;Antagonist
human GIP(5-30)NH2;GIP receptor;f;;Human;26572091;Antagonist
MK-0893;GIP receptor;f;;Human;22708876;Antagonist
[Pro3]GIP;GIP receptor;f;;Mouse;12627321;Antagonist
human GIP(3-42)NH2;GIP receptor;f;;Human;16608883;Binding
albiglutide;GLP-1 receptor;f;;Rat;15331566;Agonist
exendin-4;GLP-1 receptor;f;;Human;18412318;Agonist
lixisenatide;GLP-1 receptor;f;;Human;20570597;Agonist
Peptide 5 [PMID: 28562585];GLP-1 receptor;f;;Human;28562585;Agonist
Peptide 5 [PMID: 28562585];GLP-1 receptor;f;;Human;28562585;Agonist
semaglutide;GLP-1 receptor;f;;Human;26308095;Agonist
semaglutide;GLP-1 receptor;f;;Human;26308095;Agonist
