interaction_id,target,target_id,target_gene_symbol,target_uniprot,target_ensembl_gene_id,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_ensembl_gene_id,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,approved_drug,type,action,action_comment,selectivity,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
10693,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,JAK3 inhibitor IV,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,10741557
10694,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,JAK inhibitor 17b,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30460842
10695,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,JAK inhibitor 20a,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30460842
10696,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,LASW1393,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,31609613
10697,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,momelotinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,19295546
10698,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,NIK inhibitor 12f,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Inhibitory concentration determined in a Reaction Biology kinase sreening assay.,,,32479083
10699,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,oclacitinib,,,,,f,Inhibitor,Inhibition,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
10700,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,pacritinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,21604762
10701,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,peficitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,28117214
10702,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,PF-06263276,,,,,f,Inhibitor,Inhibition,,Family selective,f,f,,pIC50,,,,IC50,,,,=,,,,27983835
10703,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,PF-956980,,,,,f,Inhibitor,Inhibition,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,32352776
10704,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,ritlecitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,At 1 mM ATP.,,,28139931
10705,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,ruxolitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,20130243|23061660
10706,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,ruxolitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,24417533
10707,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,SAR-20347,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,In a 33P-ATP assay.,,,25156366
10708,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,SAR-20347,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,In a TR-FRET assay.,,,25156366
10709,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,solcitinib,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,
10710,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,TG02,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,21860433
10711,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,tofacitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,In a biochemical enzyme assay.,,,24417533
10712,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,upadacitinib,,,,,t,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,
10713,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,upadacitinib,,,,,t,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,at 1uM ATP in a biochemical assay,,,
10714,Janus kinase 1,,JAK1,P23458,ENSG00000162434,,,,,,,Human,XL019,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,23127890
10715,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,JNJ-7706621,,,,,f,Inhibitor,Binding,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Binding to the JH2 pseudo kinase domain of JAK2 was determined using isothermal titration calorimetry (ITC).,,,28626521
10716,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,abrocitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,29298069
10717,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,AC430,,,,,f,Inhibitor,Inhibition,,Selective,f,f,,-,,,,-,,,,=,,,,
10718,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,AT-9283,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,19143567
10719,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,AZ960,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pKi,,,,Ki,,,,=,,,,18775810
10720,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,AZD1480,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,18775810
10721,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,AZD4205,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,>,Inhbition of JAK2 enzymatic activity.,,,32297743
10722,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,baricitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,24417533
10723,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,baricitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,20363976
10724,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,BIIB068,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,32696648
10725,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,BMS-911543,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,22015772
10726,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,brepocitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30113844
10727,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,CEP-33779,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,22594690
10728,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,cerdulatinib,,,,,f,Inhibitor,Inhibition,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,25253883
10729,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,compound 18e [PMID: 31670517],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,31670517
10730,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,compound 19a [PMID: 24359159],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,<,,,,24359159
10731,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,compound 1d [PMID: 21493067],,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,<,,,,21493067
10732,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,decernotinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24417533
10733,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,decernotinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24417533
10734,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,delgocitinib,,,,,t,Inhibitor,Inhibition,,Non-selective,f,t,,pIC50,,,,IC50,,,,=,,,,32511913
10735,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,delgocitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,"In an assay using the kinase domain of the recombinant human enzyme, a biotinylated peptide substrate, and [33P]ATP.",,,25387665
10736,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,example 11 [WO2014151871A9],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,>,"Inhibitory activity against human JAK2 kinase, determined using a Z'-Lyte® biochemical assay.",,,
10737,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,example 1 [WO2018112379A1],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Determined in a biochemical high-throughput mass spectrometry (HTMS) assay.,,,
10738,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,example 1 [WO2020051105A1],,,,,f,Inhibitor,Inhibition,,Non-selective,f,f,,pKi,,,,Ki,,,,=,,,,
10739,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,fedratinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,21106455|18394554
10740,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,filgotinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24417533
10741,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,filgotinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24006460
10742,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,gandotinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,23584399
10743,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,GSK2646264,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30249354
10744,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,gusacitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,<,,,,
10745,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,HG-10-102-01,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,>,,,,22591441
10746,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,ilginatinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,22829185
10747,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,itacitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,>,,,,
10748,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,izencitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pKi,,,,Ki,,,,<,,,,
10749,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,JAK3 inhibitor 32,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30423248
10750,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,JAK3 inhibitor 34,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,>,,,,30423248
10751,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,JAK3 inhibitor II,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,>,,,,18094329
10752,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,JAK inhibitor 17b,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30460842
10753,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,JAK inhibitor 20a,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30460842
10754,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,JAK inhibitor I,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,11934592
10755,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,LASW1393,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,31609613
10756,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,momelotinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,19295546
10757,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,oclacitinib,,,,,f,Inhibitor,Inhibition,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,
10758,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,pacritinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,21604762
10759,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,peficitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,28117214
10760,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,PF-06263276,,,,,f,Inhibitor,Inhibition,,Family selective,f,f,,pIC50,,,,IC50,,,,=,,,,27983835
10761,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,PF-956980,,,,,f,Inhibitor,Inhibition,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,32352776
10762,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,repotrectinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30093503
10763,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,RG-1530,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKd,,,,Kd,,,,=,,,,20814247
10764,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,RGB-286638,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,23807770
10765,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,ruxolitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,20130243|23061660
10766,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,ruxolitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,24417533
10767,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,SAR-20347,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,In a TR-FRET assay.,,,25156366
10768,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,solcitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,
10769,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,TG02,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,22148278|21860433
10770,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,tofacitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,In a biochemical enzyme assay.,,,24417533
10771,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,upadacitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,
10772,Janus kinase 2,,JAK2,O60674,ENSG00000096968,,,,,,,Human,XL019,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,23127890
10773,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,abivertinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,In a biochemical assay.,,,27573423
10774,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,acalabrutinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,>,,,,26641137
10775,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,AT-9283,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,19143567
10776,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,AZD1480,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,18775810
10777,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,baricitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24417533
10778,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,BMS-911543,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,22015772
10779,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,brepocitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30113844
10780,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,CEP-33779,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,22594690
10781,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,cerdulatinib,,,,,f,Inhibitor,Inhibition,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,25253883
10782,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,compound 18e [PMID: 31670517],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,31670517
10783,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,compound 19a [PMID: 24359159],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24359159
10784,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,compound 1d [PMID: 21493067],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,21493067
10785,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,compound 2 [PMID: 15546730],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,15546730
10786,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,decernotinib,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,24417533
10787,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,decernotinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,24417533
10788,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,delgocitinib,,,,,t,Inhibitor,Inhibition,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,32511913
10789,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,delgocitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,"In an assay using the kinase domain of the recombinant human enzyme, a biotinylated peptide substrate, and [33P]ATP.",,,25387665
10790,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,example 1 [WO2018112379A1],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Determined in a biochemical high-throughput mass spectrometry (HTMS) assay.,,,
10791,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,example 1 [WO2020051105A1],,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,
10792,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,fedratinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,21106455
10793,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,filgotinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24006460
10794,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,gandotinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,23584399
10795,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,ibrutinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,26641137
10796,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,ilginatinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,22829185
10797,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,izencitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pKi,,,,Ki,,,,=,,,,
10798,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,JAK3 inhibitor 32,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,30423248
10799,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,JAK3 inhibitor 34,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,,,,30423248
10800,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,JAK3 inhibitor II,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,18094329
10801,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,JAK3 inhibitor IV,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,10741557
10802,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,JAK inhibitor 17b,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30460842
10803,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,JAK inhibitor 20a,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,30460842
10804,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,JAK inhibitor I,,,,,f,Inhibitor,Inhibition,,Not Determined,f,t,,pIC50,,,,IC50,,,,=,,,,11934592
10805,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,LASW1393,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,31609613
10806,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,lazertinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,<,In a biochemical enzyme activity assay.,,,
10807,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,mivavotinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,27839918
10808,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,momelotinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,19295546
10809,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,NIK inhibitor 12f,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,Inhibitory concentration determined in a Reaction Biology kinase sreening assay.,,,32479083
10810,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,oclacitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,
10811,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,pacritinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,21604762
10812,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,peficitinib,,,,,f,Inhibitor,Inhibition,,Family selective,f,f,,pIC50,,,,IC50,,,,<,,,,28117214
10813,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,PF-06263276,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,27983835
10814,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,PF-956980,,,,,f,Inhibitor,Inhibition,,Non-selective,f,f,,pIC50,,,,IC50,,,,=,,,,32352776
10815,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,poseltinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,<,Biochemical assay result. Binned IC50 value provided in patent.,,,
10816,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,PRN694,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,25593320
10817,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,ritlecitinib,,,,,f,Inhibitor,Inhibition,,Selective,f,t,,pIC50,,,,IC50,,,,=,At 4 μM ATP (Km).,,,
10818,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,ruxolitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,23061660
10819,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,ruxolitinib,,,,,t,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,24417533
10820,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,SAR-20347,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,In a TR-FRET assay.,,,25156366
10821,Janus kinase 3,,JAK3,P52333,ENSG00000105639,,,,,,,Human,solcitinib,,,,,f,Inhibitor,Inhibition,,Not Determined,f,f,,pIC50,,,,IC50,,,,=,,,,
